Fecha;Grupo;Producto;Mercado;Precio promedio por kilogramo*;;
ago-23;FRUTAS;Banano criollo;Rionegro (Antioquia); 1.609 ;;
ago-23;FRUTAS;Banano criollo;San Gil (Santander); 800 ;;
ago-23;FRUTAS;Banano criollo;Santa Bárbara (Antioquia); 749 ;;
ago-23;FRUTAS;Banano criollo;Santa Marta (Magdalena); 1.061 ;;
ago-23;FRUTAS;Banano criollo;Socorro (Santander); 708 ;;
ago-23;FRUTAS;Banano criollo;Sonsón (Antioquia); 838 ;;
ago-23;FRUTAS;Banano criollo;Tibasosa (Boyacá), Coomproriente; 1.756 ;;
ago-23;FRUTAS;Banano criollo;Tuluá (Valle del Cauca); 1.704 ;;
ago-23;FRUTAS;Banano criollo;Tunja, Complejo de Servicios del Sur; 2.024 ;;
ago-23;FRUTAS;Banano criollo;Valledupar, Mercabastos; 853 ;;
ago-23;FRUTAS;Banano criollo;Villavicencio, CAV; 2.788 ;;
ago-23;FRUTAS;Banano Urabá;Arauca (Arauca); 2.792 ;;
ago-23;FRUTAS;Banano Urabá;Barranquilla, Barranquillita; 1.680 ;;
ago-23;FRUTAS;Banano Urabá;Bogotá, D.C., Corabastos; 1.931 ;;
ago-23;FRUTAS;Banano Urabá;Bucaramanga, Centroabastos; 2.083 ;;
ago-23;FRUTAS;Banano Urabá;Chiquinquirá (Boyacá); 2.190 ;;
ago-23;FRUTAS;Banano Urabá;Duitama (Boyacá), Mercaplaza; 2.146 ;;
ago-23;FRUTAS;Banano Urabá;"Medellín, Plaza Minorista ""José María Villa"""; 1.574 ;;
ago-23;FRUTAS;Banano Urabá;Montería, Mercado del Sur; 1.969 ;;
ago-23;FRUTAS;Banano Urabá;Sincelejo, Nuevo Mercado; 1.719 ;;
ago-23;FRUTAS;Banano Urabá;Tibasosa (Boyacá), Coomproriente; 2.038 ;;
ago-23;FRUTAS;Banano Urabá;Tunja, Complejo de Servicios del Sur; 2.037 ;;
ago-23;FRUTAS;Banano Urabá;Villavicencio, CAV; 1.227 ;;
ago-23;FRUTAS;Banano Urabá;Yopal (Casanare); 2.688 ;;
ago-23;FRUTAS;Borojó;Bogotá, D.C., Corabastos; 4.996 ;;
ago-23;FRUTAS;Borojó;Bucaramanga, Centroabastos; 4.586 ;;
ago-23;FRUTAS;Borojó;Cúcuta, Cenabastos; 7.296 ;;
ago-23;FRUTAS;Borojó;Medellín, Central Mayorista de Antioquia; 4.616 ;;
ago-23;FRUTAS;Borojó;Pamplona (Norte de Santander); 7.700 ;;
ago-23;FRUTAS;Borojó;Villavicencio, CAV; 6.712 ;;
ago-23;FRUTAS;Breva;Ibagué, Plaza La 21; 4.187 ;;
ago-23;FRUTAS;Breva;Medellín, Central Mayorista de Antioquia; 4.496 ;;
ago-23;FRUTAS;Ciruela importada;Bogotá, D.C., Corabastos; 14.824 ;;
ago-23;FRUTAS;Ciruela importada;Medellín, Central Mayorista de Antioquia; 16.579 ;;
ago-23;FRUTAS;Ciruela roja;Bogotá, D.C., Corabastos; 1.942 ;;
ago-23;FRUTAS;Ciruela roja;Bucaramanga, Centroabastos; 2.039 ;;
ago-23;FRUTAS;Ciruela roja;Cúcuta, Cenabastos; 2.931 ;;
ago-23;FRUTAS;Ciruela roja;Medellín, Central Mayorista de Antioquia; 3.119 ;;
ago-23;FRUTAS;Ciruela roja;Neiva, Surabastos; 2.660 ;;
ago-23;FRUTAS;Ciruela roja;Pamplona (Norte de Santander); 2.875 ;;
ago-23;FRUTAS;Ciruela roja;San Gil (Santander); 2.656 ;;
ago-23;FRUTAS;Ciruela roja;Socorro (Santander); 2.525 ;;
ago-23;FRUTAS;Ciruela roja;Tibasosa (Boyacá), Coomproriente; 1.931 ;;
ago-23;FRUTAS;Ciruela roja;Tunja, Complejo de Servicios del Sur; 1.766 ;;
ago-23;FRUTAS;Coco;Armenia, Mercar; 3.826 ;;
ago-23;FRUTAS;Coco;Barranquilla, Barranquillita; 4.287 ;;
ago-23;FRUTAS;Coco;Bogotá, D.C., Corabastos; 6.369 ;;
ago-23;FRUTAS;Coco;Cali, Cavasa; 4.237 ;;
ago-23;FRUTAS;Coco;Cali, Santa Elena; 3.331 ;;
ago-23;FRUTAS;Coco;Cartagena, Bazurto; 5.240 ;;
ago-23;FRUTAS;Coco;Cartago (Valle del Cauca); 4.037 ;;
ago-23;FRUTAS;Coco;La Unión (Nariño); 3.819 ;;
ago-23;FRUTAS;Coco;Manizales, Centro Galerías; 5.376 ;;
ago-23;FRUTAS;Coco;Medellín, Central Mayorista de Antioquia; 8.403 ;;
ago-23;FRUTAS;Coco;Montería, Mercado del Sur; 4.900 ;;
ago-23;FRUTAS;Coco;Palmira (Valle del Cauca); 3.843 ;;
ago-23;FRUTAS;Coco;Pereira, Mercasa; 4.740 ;;
ago-23;FRUTAS;Coco;Sincelejo, Nuevo Mercado; 4.350 ;;
ago-23;FRUTAS;Curuba;Arauca (Arauca); 2.375 ;;
ago-23;FRUTAS;Curuba;Armenia, Mercar; 3.392 ;;
ago-23;FRUTAS;Curuba;Barranquilla, Barranquillita; 3.471 ;;
ago-23;FRUTAS;Curuba;Bogotá, D.C., Corabastos; 3.010 ;;
ago-23;FRUTAS;Curuba;Bucaramanga, Centroabastos; 2.270 ;;
ago-23;FRUTAS;Curuba;Cali, Cavasa; 3.638 ;;
ago-23;FRUTAS;Curuba;Cartago (Valle del Cauca); 3.617 ;;
ago-23;FRUTAS;Curuba;Chiquinquirá (Boyacá); 2.037 ;;
ago-23;FRUTAS;Curuba;Cúcuta, Cenabastos; 2.519 ;;
ago-23;FRUTAS;Curuba;Duitama (Boyacá), Mercaplaza; 2.292 ;;
ago-23;FRUTAS;Curuba;Medellín, Central Mayorista de Antioquia; 3.032 ;;
ago-23;FRUTAS;Curuba;Neiva, Surabastos; 2.600 ;;
ago-23;FRUTAS;Curuba;Pamplona (Norte de Santander); 1.220 ;;
ago-23;FRUTAS;Curuba;Pereira, Mercasa; 3.375 ;;
ago-23;FRUTAS;Curuba;San Gil (Santander); 2.552 ;;
ago-23;FRUTAS;Curuba;Socorro (Santander); 2.460 ;;
ago-23;FRUTAS;Curuba;Sonsón (Antioquia); 1.119 ;;
ago-23;FRUTAS;Curuba;Tibasosa (Boyacá), Coomproriente; 2.763 ;;
ago-23;FRUTAS;Curuba;Tuluá (Valle del Cauca); 2.729 ;;
ago-23;FRUTAS;Curuba;Tunja, Complejo de Servicios del Sur; 2.333 ;;
ago-23;FRUTAS;Curuba;Villavicencio, CAV; 2.738 ;;
ago-23;FRUTAS;Durazno importado;Bogotá, D.C., Corabastos; 15.500 ;;
ago-23;FRUTAS;Durazno importado;Medellín, Central Mayorista de Antioquia; 15.741 ;;
ago-23;FRUTAS;Durazno nacional;Bogotá, D.C., Corabastos; 6.595 ;;
ago-23;FRUTAS;Durazno nacional;Bucaramanga, Centroabastos; 4.843 ;;
ago-23;FRUTAS;Durazno nacional;Chiquinquirá (Boyacá); 5.258 ;;
ago-23;FRUTAS;Durazno nacional;Cúcuta, Cenabastos; 5.000 ;;
ago-23;FRUTAS;Durazno nacional;Duitama (Boyacá), Mercaplaza; 5.189 ;;
ago-23;FRUTAS;Durazno nacional;Medellín, Central Mayorista de Antioquia; 6.311 ;;
ago-23;FRUTAS;Durazno nacional;San Gil (Santander); 6.889 ;;
ago-23;FRUTAS;Durazno nacional;Socorro (Santander); 5.200 ;;
ago-23;FRUTAS;Durazno nacional;Tibasosa (Boyacá), Coomproriente; 5.237 ;;
ago-23;FRUTAS;Durazno nacional;Tunja, Complejo de Servicios del Sur; 4.970 ;;
ago-23;FRUTAS;Feijoa;Duitama (Boyacá), Mercaplaza; 3.542 ;;
ago-23;FRUTAS;Feijoa;Tibasosa (Boyacá), Coomproriente; 3.748 ;;
ago-23;FRUTAS;Feijoa;Tunja, Complejo de Servicios del Sur; 3.791 ;;
ago-23;FRUTAS;Fresa;Armenia, Mercar; 10.720 ;;
ago-23;FRUTAS;Fresa;Bogotá, D.C., Corabastos; 6.983 ;;
ago-23;FRUTAS;Fresa;Bucaramanga, Centroabastos; 7.798 ;;
ago-23;FRUTAS;Fresa;Cali, Cavasa; 5.091 ;;
ago-23;FRUTAS;Fresa;Cali, Santa Elena; 5.683 ;;
ago-23;FRUTAS;Fresa;Cartago (Valle del Cauca); 7.252 ;;
ago-23;FRUTAS;Fresa;Chiquinquirá (Boyacá); 6.062 ;;
ago-23;FRUTAS;Fresa;Cúcuta, Cenabastos; 8.743 ;;
ago-23;FRUTAS;Fresa;Duitama (Boyacá), Mercaplaza; 8.392 ;;
ago-23;FRUTAS;Fresa;Manizales, Centro Galerías; 7.000 ;;
ago-23;FRUTAS;Fresa;Medellín, Central Mayorista de Antioquia; 8.637 ;;
ago-23;FRUTAS;Fresa;"Medellín, Plaza Minorista ""José María Villa"""; 9.137 ;;
ago-23;FRUTAS;Fresa;Montería, Mercado del Sur; 4.958 ;;
ago-23;FRUTAS;Fresa;Neiva, Surabastos; 7.575 ;;
ago-23;FRUTAS;Fresa;Pamplona (Norte de Santander); 5.875 ;;
ago-23;FRUTAS;Fresa;Pasto, El Potrerillo; 6.150 ;;
ago-23;FRUTAS;Fresa;Pereira, Mercasa; 6.800 ;;
ago-23;FRUTAS;Fresa;San Gil (Santander); 8.000 ;;
ago-23;FRUTAS;Fresa;Sincelejo, Nuevo Mercado; 7.923 ;;
ago-23;FRUTAS;Fresa;Socorro (Santander); 8.267 ;;
ago-23;FRUTAS;Fresa;Tibasosa (Boyacá), Coomproriente; 8.144 ;;
ago-23;FRUTAS;Fresa;Tunja, Complejo de Servicios del Sur; 7.397 ;;
ago-23;FRUTAS;Fresa;Villavicencio, CAV; 7.089 ;;
ago-23;FRUTAS;Fresa;Yopal (Casanare); 8.922 ;;
ago-23;FRUTAS;Granadilla;Arauca (Arauca); 7.493 ;;
ago-23;FRUTAS;Granadilla;Bogotá, D.C., Corabastos; 6.301 ;;
ago-23;FRUTAS;Granadilla;Bucaramanga, Centroabastos; 7.236 ;;
ago-23;FRUTAS;Granadilla;Cali, Cavasa; 7.414 ;;
ago-23;FRUTAS;Granadilla;Cali, Santa Elena; 6.432 ;;
ago-23;FRUTAS;Granadilla;Cartago (Valle del Cauca); 6.930 ;;
ago-23;FRUTAS;Granadilla;Chiquinquirá (Boyacá); 5.512 ;;
ago-23;FRUTAS;Granadilla;Cúcuta, Cenabastos; 8.069 ;;
ago-23;FRUTAS;Granadilla;Duitama (Boyacá), Mercaplaza; 6.222 ;;
ago-23;FRUTAS;Granadilla;Florencia (Caquetá); 7.169 ;;
ago-23;FRUTAS;Granadilla;Ibagué, Plaza La 21; 4.542 ;;
ago-23;FRUTAS;Granadilla;Manizales, Centro Galerías; 5.806 ;;
ago-23;FRUTAS;Granadilla;Medellín, Central Mayorista de Antioquia; 5.419 ;;
ago-23;FRUTAS;Granadilla;Neiva, Surabastos; 5.449 ;;
ago-23;FRUTAS;Granadilla;Palmira (Valle del Cauca); 6.574 ;;
ago-23;FRUTAS;Granadilla;Pamplona (Norte de Santander); 6.429 ;;
ago-23;FRUTAS;Granadilla;Pereira, Mercasa; 5.646 ;;
ago-23;FRUTAS;Granadilla;Popayán, Plaza de mercado del barrio Bolívar; 6.286 ;;
ago-23;FRUTAS;Granadilla;San Gil (Santander); 7.976 ;;
ago-23;FRUTAS;Granadilla;Socorro (Santander); 8.321 ;;
ago-23;FRUTAS;Granadilla;Tibasosa (Boyacá), Coomproriente; 6.420 ;;
ago-23;FRUTAS;Granadilla;Tuluá (Valle del Cauca); 6.562 ;;
ago-23;FRUTAS;Granadilla;Tunja, Complejo de Servicios del Sur; 5.694 ;;
ago-23;FRUTAS;Granadilla;Villavicencio, CAV; 6.821 ;;
ago-23;FRUTAS;Granadilla;Yopal (Casanare); 8.300 ;;
ago-23;FRUTAS;Guanábana;Armenia, Mercar; 3.825 ;;
ago-23;FRUTAS;Guanábana;Bogotá, D.C., Corabastos; 4.475 ;;
ago-23;FRUTAS;Guanábana;Bucaramanga, Centroabastos; 3.804 ;;
ago-23;FRUTAS;Guanábana;Cali, Cavasa; 4.838 ;;
ago-23;FRUTAS;Guanábana;Cartago (Valle del Cauca); 5.096 ;;
ago-23;FRUTAS;Guanábana;Chiquinquirá (Boyacá); 2.815 ;;
ago-23;FRUTAS;Guanábana;Cúcuta, Cenabastos; 5.213 ;;
ago-23;FRUTAS;Guanábana;Duitama (Boyacá), Mercaplaza; 4.017 ;;
ago-23;FRUTAS;Guanábana;Ibagué, Plaza La 21; 3.763 ;;
ago-23;FRUTAS;Guanábana;Manizales, Centro Galerías; 3.608 ;;
ago-23;FRUTAS;Guanábana;Medellín, Central Mayorista de Antioquia; 4.268 ;;
ago-23;FRUTAS;Guanábana;"Medellín, Plaza Minorista ""José María Villa"""; 4.084 ;;
ago-23;FRUTAS;Guanábana;Pamplona (Norte de Santander); 5.400 ;;
ago-23;FRUTAS;Guanábana;Pasto, El Potrerillo; 4.957 ;;
ago-23;FRUTAS;Guanábana;Pereira, La 41; 4.288 ;;
ago-23;FRUTAS;Guanábana;Pereira, Mercasa; 3.790 ;;
ago-23;FRUTAS;Guanábana;Popayán, Plaza de mercado del barrio Bolívar; 4.742 ;;
ago-23;FRUTAS;Guanábana;San Gil (Santander); 4.667 ;;
ago-23;FRUTAS;Guanábana;Santa Bárbara (Antioquia); 1.625 ;;
ago-23;FRUTAS;Guanábana;Tibasosa (Boyacá), Coomproriente; 4.214 ;;
ago-23;FRUTAS;Guanábana;Tuluá (Valle del Cauca); 4.467 ;;
ago-23;FRUTAS;Guanábana;Tunja, Complejo de Servicios del Sur; 3.003 ;;
ago-23;FRUTAS;Guanábana;Villavicencio, CAV; 6.048 ;;
ago-23;FRUTAS;Guayaba agria;Armenia, Mercar; 2.822 ;;
ago-23;FRUTAS;Guayaba agria;Cartago (Valle del Cauca); 4.011 ;;
ago-23;FRUTAS;Guayaba agria;Manizales, Centro Galerías; 4.229 ;;
ago-23;FRUTAS;Guayaba agria;Montería, Mercado del Sur; 2.956 ;;
ago-23;FRUTAS;Guayaba agria;Pereira, La 41; 3.545 ;;
ago-23;FRUTAS;Guayaba agria;Pereira, Mercasa; 3.913 ;;
ago-23;FRUTAS;Guayaba agria;Sincelejo, Nuevo Mercado; 3.827 ;;
ago-23;FRUTAS;Guayaba Atlántico;Barranquilla, Barranquillita; 1.747 ;;
ago-23;FRUTAS;Guayaba común;Barranquilla, Barranquillita; 2.235 ;;
ago-23;FRUTAS;Guayaba común;Cartagena, Bazurto; 2.786 ;;
ago-23;FRUTAS;Guayaba común;Montería, Mercado del Sur; 3.323 ;;
ago-23;FRUTAS;Guayaba común;Sincelejo, Nuevo Mercado; 3.030 ;;
ago-23;FRUTAS;Guayaba común;Valledupar, Mercabastos; 2.510 ;;
ago-23;FRUTAS;Guayaba manzana;Cartago (Valle del Cauca); 3.044 ;;
ago-23;FRUTAS;Guayaba manzana;Manizales, Centro Galerías; 3.469 ;;
ago-23;FRUTAS;Guayaba manzana;Medellín, Central Mayorista de Antioquia; 3.817 ;;
ago-23;FRUTAS;Guayaba manzana;Rionegro (Antioquia); 3.679 ;;
ago-23;FRUTAS;Guayaba pera;Arauca (Arauca); 2.980 ;;
ago-23;FRUTAS;Guayaba pera;Armenia, Mercar; 1.711 ;;
ago-23;FRUTAS;Guayaba pera;Barranquilla, Barranquillita; 3.923 ;;
ago-23;FRUTAS;Guayaba pera;Barranquilla, Granabastos; 3.973 ;;
ago-23;FRUTAS;Guayaba pera;Bogotá, D.C., Corabastos; 1.440 ;;
ago-23;FRUTAS;Guayaba pera;Bucaramanga, Centroabastos; 1.937 ;;
ago-23;FRUTAS;Guayaba pera;Buenaventura (Valle del Cauca); 2.770 ;;
ago-23;FRUTAS;Guayaba pera;Cali, Cavasa; 2.088 ;;
ago-23;FRUTAS;Guayaba pera;Cali, Santa Elena; 2.347 ;;
ago-23;FRUTAS;Guayaba pera;Cartagena, Bazurto; 3.398 ;;
ago-23;FRUTAS;Guayaba pera;Cartago (Valle del Cauca); 2.326 ;;
ago-23;FRUTAS;Guayaba pera;Chiquinquirá (Boyacá); 2.138 ;;
ago-23;FRUTAS;Guayaba pera;Cúcuta, Cenabastos; 3.045 ;;
ago-23;FRUTAS;Guayaba pera;Duitama (Boyacá), Mercaplaza; 2.519 ;;
ago-23;FRUTAS;Guayaba pera;Florencia (Caquetá); 4.707 ;;
ago-23;FRUTAS;Guayaba pera;Ibagué, Plaza La 21; 2.425 ;;
ago-23;FRUTAS;Guayaba pera;Ipiales (Nariño), Ipiales somos todos; 2.591 ;;
ago-23;FRUTAS;Guayaba pera;La Ceja (Antioquia); 2.811 ;;
ago-23;FRUTAS;Guayaba pera;La Unión (Nariño); 2.331 ;;
ago-23;FRUTAS;Guayaba pera;Manizales, Centro Galerías; 2.759 ;;
ago-23;FRUTAS;Guayaba pera;Medellín, Central Mayorista de Antioquia; 2.700 ;;
ago-23;FRUTAS;Guayaba pera;"Medellín, Plaza Minorista ""José María Villa"""; 3.173 ;;
ago-23;FRUTAS;Guayaba pera;Neiva, Surabastos; 1.941 ;;
ago-23;FRUTAS;Guayaba pera;Palmira (Valle del Cauca); 2.264 ;;
ago-23;FRUTAS;Guayaba pera;Pamplona (Norte de Santander); 2.846 ;;
ago-23;FRUTAS;Guayaba pera;Pasto, El Potrerillo; 2.181 ;;
ago-23;FRUTAS;Guayaba pera;Pereira, La 41; 2.417 ;;
ago-23;FRUTAS;Guayaba pera;Pereira, Mercasa; 2.335 ;;
ago-23;FRUTAS;Guayaba pera;Popayán, Plaza de mercado del barrio Bolívar; 2.681 ;;
ago-23;FRUTAS;Guayaba pera;Rionegro (Antioquia); 3.123 ;;
ago-23;FRUTAS;Guayaba pera;San Gil (Santander); 2.522 ;;
ago-23;FRUTAS;Guayaba pera;Socorro (Santander); 2.720 ;;
ago-23;FRUTAS;Guayaba pera;Tibasosa (Boyacá), Coomproriente; 2.715 ;;
ago-23;FRUTAS;Guayaba pera;Tuluá (Valle del Cauca); 2.081 ;;
ago-23;FRUTAS;Guayaba pera;Tunja, Complejo de Servicios del Sur; 2.463 ;;
ago-23;FRUTAS;Guayaba pera;Túquerres (Nariño); 2.451 ;;
ago-23;FRUTAS;Guayaba pera;Villavicencio, CAV; 1.034 ;;
ago-23;FRUTAS;Guayaba pera;Yopal (Casanare); 2.511 ;;
ago-23;FRUTAS;Guayaba pera valluna;Medellín, Central Mayorista de Antioquia; 3.758 ;;
ago-23;FRUTAS;Gulupa;Bogotá, D.C., Corabastos; 2.225 ;;
ago-23;FRUTAS;Gulupa;Ibagué, Plaza La 21; 2.142 ;;
ago-23;FRUTAS;Gulupa;Medellín, Central Mayorista de Antioquia; 2.051 ;;
ago-23;FRUTAS;Gulupa;Neiva, Surabastos; 2.383 ;;
ago-23;FRUTAS;Gulupa;Peñol (Antioquia); 1.536 ;;
ago-23;FRUTAS;Gulupa;Sonsón (Antioquia); 956 ;;
ago-23;FRUTAS;Higo;Medellín, Central Mayorista de Antioquia; 4.063 ;;
ago-23;FRUTAS;Higo;Sonsón (Antioquia); 2.600 ;;
ago-23;FRUTAS;Kiwi;Bogotá, D.C., Corabastos; 15.344 ;;
ago-23;FRUTAS;Kiwi;Bucaramanga, Centroabastos; 15.728 ;;
ago-23;FRUTAS;Kiwi;Cali, Cavasa; 15.486 ;;
ago-23;FRUTAS;Kiwi;Cali, Santa Elena; 13.074 ;;
ago-23;FRUTAS;Kiwi;Chiquinquirá (Boyacá); 15.292 ;;
ago-23;FRUTAS;Kiwi;Cúcuta, Cenabastos; 16.796 ;;
ago-23;FRUTAS;Kiwi;Duitama (Boyacá), Mercaplaza; 13.750 ;;
ago-23;FRUTAS;Kiwi;Ibagué, Plaza La 21; 13.918 ;;
ago-23;FRUTAS;Kiwi;La Unión (Nariño); 11.781 ;;
ago-23;FRUTAS;Kiwi;Manizales, Centro Galerías; 15.486 ;;
ago-23;FRUTAS;Kiwi;Medellín, Central Mayorista de Antioquia; 15.065 ;;
ago-23;FRUTAS;Kiwi;Neiva, Surabastos; 16.093 ;;
ago-23;FRUTAS;Kiwi;Pamplona (Norte de Santander); 18.800 ;;
ago-23;FRUTAS;Kiwi;Pereira, Mercasa; 14.229 ;;
ago-23;FRUTAS;Kiwi;Popayán, Plaza de mercado del barrio Bolívar; 13.994 ;;
ago-23;FRUTAS;Kiwi;San Gil (Santander); 17.000 ;;
ago-23;FRUTAS;Kiwi;Socorro (Santander); 17.000 ;;
ago-23;FRUTAS;Kiwi;Tibasosa (Boyacá), Coomproriente; 15.111 ;;
ago-23;FRUTAS;Kiwi;Tuluá (Valle del Cauca); 16.300 ;;
ago-23;FRUTAS;Kiwi;Tunja, Complejo de Servicios del Sur; 12.283 ;;
ago-23;FRUTAS;Kiwi;Villavicencio, CAV; 15.538 ;;
ago-23;FRUTAS;Limón común;Armenia, Mercar; 5.000 ;;
ago-23;FRUTAS;Limón común;Bogotá, D.C., Corabastos; 2.530 ;;
ago-23;FRUTAS;Limón común;Bucaramanga, Centroabastos; 2.287 ;;
ago-23;FRUTAS;Limón común;Bucaramanga, Mercados del centro; 2.228 ;;
ago-23;FRUTAS;Limón común;Cali, Cavasa; 3.667 ;;
ago-23;FRUTAS;Limón común;Cali, Santa Elena; 3.685 ;;
ago-23;FRUTAS;Limón común;Cartagena, Bazurto; 1.544 ;;
ago-23;FRUTAS;Limón común;Cartago (Valle del Cauca); 3.856 ;;
ago-23;FRUTAS;Limón común;Chiquinquirá (Boyacá); 4.456 ;;
ago-23;FRUTAS;Limón común;Cúcuta, Cenabastos; 3.745 ;;
ago-23;FRUTAS;Limón común;Cúcuta, La Nueva Sexta; 3.201 ;;
ago-23;FRUTAS;Limón común;Florencia (Caquetá); 3.536 ;;
ago-23;FRUTAS;Limón común;Ibagué, Plaza La 21; 4.351 ;;
ago-23;FRUTAS;Limón común;Medellín, Central Mayorista de Antioquia; 3.385 ;;
ago-23;FRUTAS;Limón común;"Medellín, Plaza Minorista ""José María Villa"""; 2.703 ;;
ago-23;FRUTAS;Limón común;Montería, Mercado del Sur; 1.468 ;;
ago-23;FRUTAS;Limón común;Neiva, Surabastos; 3.989 ;;
ago-23;FRUTAS;Limón común;Pamplona (Norte de Santander); 3.839 ;;
ago-23;FRUTAS;Limón común;Pereira, La 41; 3.427 ;;
ago-23;FRUTAS;Limón común;Pereira, Mercasa; 3.877 ;;
ago-23;FRUTAS;Limón común;San Gil (Santander); 2.207 ;;
ago-23;FRUTAS;Limón común;Sincelejo, Nuevo Mercado; 1.867 ;;
ago-23;FRUTAS;Limón común;Socorro (Santander); 2.260 ;;
ago-23;FRUTAS;Limón común;Valledupar, Mercabastos; 3.185 ;;
ago-23;FRUTAS;Limón común;Valledupar, Mercado Nuevo; 2.000 ;;
ago-23;FRUTAS;Limón común;Villavicencio, CAV; 2.365 ;;
ago-23;FRUTAS;Limón común Ciénaga;Barranquilla, Barranquillita; 7.478 ;;
ago-23;FRUTAS;Limón común valluno;Buenaventura (Valle del Cauca); 4.896 ;;
ago-23;FRUTAS;Limón común valluno;Palmira (Valle del Cauca); 3.690 ;;
ago-23;FRUTAS;Limón común valluno;Tuluá (Valle del Cauca); 3.827 ;;
ago-23;FRUTAS;Limón mandarino;Armenia, Mercar; 1.744 ;;
ago-23;FRUTAS;Limón mandarino;Armenia, Retiro; 1.536 ;;
ago-23;FRUTAS;Limón mandarino;Ibagué, Plaza La 21; 1.106 ;;
ago-23;FRUTAS;Limón mandarino;La Ceja (Antioquia); 559 ;;
ago-23;FRUTAS;Limón mandarino;Medellín, Central Mayorista de Antioquia; 753 ;;
ago-23;FRUTAS;Limón mandarino;"Medellín, Plaza Minorista ""José María Villa"""; 1.067 ;;
ago-23;FRUTAS;Limón mandarino;Peñol (Antioquia); 704 ;;
ago-23;FRUTAS;Limón mandarino;Pereira, La 41; 1.560 ;;
ago-23;FRUTAS;Limón mandarino;Pereira, Mercasa; 1.504 ;;
ago-23;FRUTAS;Limón mandarino;Santa Bárbara (Antioquia); 386 ;;
ago-23;FRUTAS;Limón mandarino;Villavicencio, CAV; 1.055 ;;
ago-23;FRUTAS;Limón mandarino;Yopal (Casanare); 1.375 ;;
ago-23;FRUTAS;Limón Tahití;Armenia, Mercar; 1.117 ;;
ago-23;FRUTAS;Limón Tahití;Barranquilla, Barranquillita; 1.837 ;;
ago-23;FRUTAS;Limón Tahití;Bogotá, D.C., Corabastos; 3.158 ;;
ago-23;FRUTAS;Limón Tahití;Bucaramanga, Centroabastos; 1.312 ;;
ago-23;FRUTAS;Limón Tahití;Bucaramanga, Mercados del centro; 1.340 ;;
ago-23;FRUTAS;Limón Tahití;Cali, Cavasa; 2.185 ;;
ago-23;FRUTAS;Limón Tahití;Cali, Santa Elena; 2.089 ;;
ago-23;FRUTAS;Limón Tahití;Cartagena, Bazurto; 2.220 ;;
ago-23;FRUTAS;Limón Tahití;Cartago (Valle del Cauca); 2.557 ;;
ago-23;FRUTAS;Limón Tahití;Chiquinquirá (Boyacá); 1.780 ;;
ago-23;FRUTAS;Limón Tahití;Cúcuta, Cenabastos; 1.501 ;;
ago-23;FRUTAS;Limón Tahití;Duitama (Boyacá), Mercaplaza; 1.974 ;;
ago-23;FRUTAS;Limón Tahití;Florencia (Caquetá); 2.117 ;;
ago-23;FRUTAS;Limón Tahití;Ibagué, Plaza La 21; 2.293 ;;
ago-23;FRUTAS;Limón Tahití;Manizales, Centro Galerías; 1.697 ;;
ago-23;FRUTAS;Limón Tahití;Medellín, Central Mayorista de Antioquia; 2.274 ;;
ago-23;FRUTAS;Limón Tahití;"Medellín, Plaza Minorista ""José María Villa"""; 2.004 ;;
ago-23;FRUTAS;Limón Tahití;Neiva, Surabastos; 2.336 ;;
ago-23;FRUTAS;Limón Tahití;Palmira (Valle del Cauca); 2.158 ;;
ago-23;FRUTAS;Limón Tahití;Pamplona (Norte de Santander); 1.932 ;;
ago-23;FRUTAS;Limón Tahití;Pasto, El Potrerillo; 1.854 ;;
ago-23;FRUTAS;Limón Tahití;Pereira, La 41; 1.920 ;;
ago-23;FRUTAS;Limón Tahití;Pereira, Mercasa; 1.958 ;;
ago-23;FRUTAS;Limón Tahití;Rionegro (Antioquia); 2.483 ;;
ago-23;FRUTAS;Limón Tahití;San Gil (Santander); 1.200 ;;
ago-23;FRUTAS;Limón Tahití;Santa Bárbara (Antioquia); 1.047 ;;
ago-23;FRUTAS;Limón Tahití;Socorro (Santander); 1.100 ;;
ago-23;FRUTAS;Limón Tahití;Tibasosa (Boyacá), Coomproriente; 2.070 ;;
ago-23;FRUTAS;Limón Tahití;Tuluá (Valle del Cauca); 2.442 ;;
ago-23;FRUTAS;Limón Tahití;Tunja, Complejo de Servicios del Sur; 1.602 ;;
ago-23;FRUTAS;Limón Tahití;Villavicencio, CAV; 1.792 ;;
ago-23;FRUTAS;Lulo;Arauca (Arauca); 5.138 ;;
ago-23;FRUTAS;Lulo;Armenia, Mercar; 4.625 ;;
ago-23;FRUTAS;Lulo;Barranquilla, Barranquillita; 4.714 ;;
ago-23;FRUTAS;Lulo;Barranquilla, Granabastos; 4.601 ;;
ago-23;FRUTAS;Lulo;Bogotá, D.C., Corabastos; 3.328 ;;
ago-23;FRUTAS;Lulo;Bucaramanga, Centroabastos; 3.468 ;;
ago-23;FRUTAS;Lulo;Buenaventura (Valle del Cauca); 4.578 ;;
ago-23;FRUTAS;Lulo;Cali, Cavasa; 3.234 ;;
ago-23;FRUTAS;Lulo;Cali, Santa Elena; 2.903 ;;
ago-23;FRUTAS;Lulo;Cartagena, Bazurto; 4.717 ;;
ago-23;FRUTAS;Lulo;Cartago (Valle del Cauca); 3.552 ;;
ago-23;FRUTAS;Lulo;Chiquinquirá (Boyacá); 3.533 ;;
