Fecha;Grupo;Producto;Mercado;Precio promedio por kilogramo*;;;;
jul-22;PROCESADOS;Chocolate dulce;Cúcuta, La Nueva Sexta; 14.853 ;;;;
jul-22;PROCESADOS;Chocolate dulce;Florencia (Caquetá); 14.471 ;;;;
jul-22;PROCESADOS;Chocolate dulce;Ibagué, Plaza La 21; 13.560 ;;;;
jul-22;PROCESADOS;Chocolate dulce;Montería, Mercado del Sur; 16.250 ;;;;
jul-22;PROCESADOS;Chocolate dulce;Neiva, Surabastos; 13.827 ;;;;
jul-22;PROCESADOS;Chocolate dulce;Pamplona (Norte de Santander); 13.735 ;;;;
jul-22;PROCESADOS;Chocolate dulce;Santa Marta (Magdalena); 11.961 ;;;;
jul-22;PROCESADOS;Chocolate dulce;Sincelejo, Nuevo Mercado; 15.025 ;;;;
jul-22;PROCESADOS;Chocolate dulce;Valledupar, Mercado Nuevo; 13.433 ;;;;
jul-22;PROCESADOS;Chocolate dulce;Villavicencio, CAV; 13.882 ;;;;
jul-22;PROCESADOS;Chocolate instantáneo;Medellín, Central Mayorista de Antioquia; 23.176 ;;;;
jul-22;PROCESADOS;Color (bolsita);Ibagué, Plaza La 21; 25.260 ;;;;
jul-22;PROCESADOS;Color (bolsita);Medellín, Central Mayorista de Antioquia; 17.232 ;;;;
jul-22;PROCESADOS;Color (bolsita);"Medellín, Plaza Minorista ""José María Villa"""; 17.731 ;;;;
jul-22;PROCESADOS;Color (bolsita);Neiva, Surabastos; 19.566 ;;;;
jul-22;PROCESADOS;Color (bolsita);Pereira, Mercasa; 21.823 ;;;;
jul-22;PROCESADOS;Fécula de maíz;Armenia, Mercar; 20.448 ;;;;
jul-22;PROCESADOS;Fécula de maíz;Barranquilla, Barranquillita; 21.694 ;;;;
jul-22;PROCESADOS;Fécula de maíz;Barranquilla, Granabastos; 22.060 ;;;;
jul-22;PROCESADOS;Fécula de maíz;Bogotá, D.C., Corabastos; 20.422 ;;;;
jul-22;PROCESADOS;Fécula de maíz;Bucaramanga, Centroabastos; 20.865 ;;;;
jul-22;PROCESADOS;Fécula de maíz;Bucaramanga, Mercados del centro; 20.164 ;;;;
jul-22;PROCESADOS;Fécula de maíz;Cartagena, Bazurto; 22.199 ;;;;
jul-22;PROCESADOS;Fécula de maíz;Cúcuta, Cenabastos; 22.958 ;;;;
jul-22;PROCESADOS;Fécula de maíz;Cúcuta, La Nueva Sexta; 23.065 ;;;;
jul-22;PROCESADOS;Fécula de maíz;Medellín, Central Mayorista de Antioquia; 18.943 ;;;;
jul-22;PROCESADOS;Fécula de maíz;Montería, Mercado del Sur; 16.553 ;;;;
jul-22;PROCESADOS;Fécula de maíz;Neiva, Surabastos; 20.789 ;;;;
jul-22;PROCESADOS;Fécula de maíz;Popayán, Plaza de mercado del barrio Bolívar; 19.101 ;;;;
jul-22;PROCESADOS;Fécula de maíz;Santa Marta (Magdalena); 22.717 ;;;;
jul-22;PROCESADOS;Fríjol enlatado;Medellín, Central Mayorista de Antioquia; 12.945 ;;;;
jul-22;PROCESADOS;Fríjol enlatado;"Medellín, Plaza Minorista ""José María Villa"""; 12.644 ;;;;
jul-22;PROCESADOS;Galletas dulces redondas con crema;Barranquilla, Barranquillita; 15.208 ;;;;
jul-22;PROCESADOS;Galletas dulces redondas con crema;Barranquilla, Granabastos; 15.784 ;;;;
jul-22;PROCESADOS;Galletas dulces redondas con crema;Bogotá, D.C., Plaza España; 14.188 ;;;;
jul-22;PROCESADOS;Galletas dulces redondas con crema;Bucaramanga, Centroabastos; 16.033 ;;;;
jul-22;PROCESADOS;Galletas dulces redondas con crema;Bucaramanga, Mercados del centro; 15.014 ;;;;
jul-22;PROCESADOS;Galletas dulces redondas con crema;Cartagena, Bazurto; 14.230 ;;;;
jul-22;PROCESADOS;Galletas dulces redondas con crema;Cúcuta, Cenabastos; 16.383 ;;;;
jul-22;PROCESADOS;Galletas dulces redondas con crema;Cúcuta, La Nueva Sexta; 15.118 ;;;;
jul-22;PROCESADOS;Galletas dulces redondas con crema;Ibagué, Plaza La 21; 13.242 ;;;;
jul-22;PROCESADOS;Galletas dulces redondas con crema;Pamplona (Norte de Santander); 14.671 ;;;;
jul-22;PROCESADOS;Galletas dulces redondas con crema;Santa Marta (Magdalena); 10.642 ;;;;
jul-22;PROCESADOS;Galletas dulces redondas con crema;Sincelejo, Nuevo Mercado; 13.841 ;;;;
jul-22;PROCESADOS;Galletas saladas;Armenia, Mercar; 14.873 ;;;;
jul-22;PROCESADOS;Galletas saladas;Barranquilla, Barranquillita; 10.342 ;;;;
jul-22;PROCESADOS;Galletas saladas;Barranquilla, Granabastos; 9.943 ;;;;
jul-22;PROCESADOS;Galletas saladas;Bogotá, D.C., Plaza España; 13.389 ;;;;
jul-22;PROCESADOS;Galletas saladas;Bucaramanga, Centroabastos; 14.251 ;;;;
jul-22;PROCESADOS;Galletas saladas;Bucaramanga, Mercados del centro; 13.535 ;;;;
jul-22;PROCESADOS;Galletas saladas;Buenaventura (Valle del Cauca); 12.150 ;;;;
jul-22;PROCESADOS;Galletas saladas;Cali, La Floresta; 14.114 ;;;;
jul-22;PROCESADOS;Galletas saladas;Cali, Santa Elena; 13.345 ;;;;
jul-22;PROCESADOS;Galletas saladas;Cali, Siloé; 14.132 ;;;;
jul-22;PROCESADOS;Galletas saladas;Cartagena, Bazurto; 9.864 ;;;;
jul-22;PROCESADOS;Galletas saladas;Cartago (Valle del Cauca); 13.076 ;;;;
jul-22;PROCESADOS;Galletas saladas;Cúcuta, Cenabastos; 13.938 ;;;;
jul-22;PROCESADOS;Galletas saladas;Cúcuta, La Nueva Sexta; 10.177 ;;;;
jul-22;PROCESADOS;Galletas saladas;Florencia (Caquetá); 13.991 ;;;;
jul-22;PROCESADOS;Galletas saladas;Ibagué, Plaza La 21; 12.376 ;;;;
jul-22;PROCESADOS;Galletas saladas;Manizales, Centro Galerías; 13.407 ;;;;
jul-22;PROCESADOS;Galletas saladas;Medellín, Central Mayorista de Antioquia; 11.632 ;;;;
jul-22;PROCESADOS;Galletas saladas;"Medellín, Plaza Minorista ""José María Villa"""; 11.426 ;;;;
jul-22;PROCESADOS;Galletas saladas;Montería, Mercado del Sur; 9.854 ;;;;
jul-22;PROCESADOS;Galletas saladas;Neiva, Surabastos; 13.500 ;;;;
jul-22;PROCESADOS;Galletas saladas;Palmira (Valle del Cauca); 12.189 ;;;;
jul-22;PROCESADOS;Galletas saladas;Pamplona (Norte de Santander); 11.660 ;;;;
jul-22;PROCESADOS;Galletas saladas;Pereira, Mercasa; 13.215 ;;;;
jul-22;PROCESADOS;Galletas saladas;Popayán, Plaza de mercado del barrio Bolívar; 12.711 ;;;;
jul-22;PROCESADOS;Galletas saladas;Santa Marta (Magdalena); 11.153 ;;;;
jul-22;PROCESADOS;Galletas saladas;Sincelejo, Nuevo Mercado; 10.331 ;;;;
jul-22;PROCESADOS;Galletas saladas;Tuluá (Valle del Cauca); 13.383 ;;;;
jul-22;PROCESADOS;Galletas saladas;Valledupar, Mercado Nuevo; 11.401 ;;;;
jul-22;PROCESADOS;Galletas saladas;Villavicencio, CAV; 10.584 ;;;;
jul-22;PROCESADOS;Gelatina;Barranquilla, Barranquillita; 21.433 ;;;;
jul-22;PROCESADOS;Gelatina;Barranquilla, Granabastos; 20.785 ;;;;
jul-22;PROCESADOS;Gelatina;Bogotá, D.C., Corabastos; 22.396 ;;;;
jul-22;PROCESADOS;Gelatina;Bogotá, D.C., Plaza España; 21.667 ;;;;
jul-22;PROCESADOS;Gelatina;Bucaramanga, Centroabastos; 25.265 ;;;;
jul-22;PROCESADOS;Gelatina;Bucaramanga, Mercados del centro; 22.396 ;;;;
jul-22;PROCESADOS;Gelatina;Buenaventura (Valle del Cauca); 25.128 ;;;;
jul-22;PROCESADOS;Gelatina;Cali, La Floresta; 28.342 ;;;;
jul-22;PROCESADOS;Gelatina;Cali, Santa Elena; 26.563 ;;;;
jul-22;PROCESADOS;Gelatina;Cali, Siloé; 27.604 ;;;;
jul-22;PROCESADOS;Gelatina;Cartagena, Bazurto; 24.392 ;;;;
jul-22;PROCESADOS;Gelatina;Cartago (Valle del Cauca); 23.279 ;;;;
jul-22;PROCESADOS;Gelatina;Cúcuta, Cenabastos; 22.642 ;;;;
jul-22;PROCESADOS;Gelatina;Cúcuta, La Nueva Sexta; 23.160 ;;;;
jul-22;PROCESADOS;Gelatina;Ibagué, Plaza La 21; 23.406 ;;;;
jul-22;PROCESADOS;Gelatina;Manizales, Centro Galerías; 23.958 ;;;;
jul-22;PROCESADOS;Gelatina;Medellín, Central Mayorista de Antioquia; 22.721 ;;;;
jul-22;PROCESADOS;Gelatina;Neiva, Surabastos; 26.074 ;;;;
jul-22;PROCESADOS;Gelatina;Palmira (Valle del Cauca); 26.646 ;;;;
jul-22;PROCESADOS;Gelatina;Pamplona (Norte de Santander); 22.431 ;;;;
jul-22;PROCESADOS;Gelatina;Pasto, El Potrerillo; 22.428 ;;;;
jul-22;PROCESADOS;Gelatina;Pereira, Mercasa; 23.979 ;;;;
jul-22;PROCESADOS;Gelatina;Popayán, Plaza de mercado del barrio Bolívar; 24.549 ;;;;
jul-22;PROCESADOS;Gelatina;Santa Marta (Magdalena); 23.939 ;;;;
jul-22;PROCESADOS;Gelatina;Tuluá (Valle del Cauca); 24.018 ;;;;
jul-22;PROCESADOS;Gelatina;Valledupar, Mercado Nuevo; 21.832 ;;;;
jul-22;PROCESADOS;Harina de trigo;Armenia, Mercar; 3.086 ;;;;
jul-22;PROCESADOS;Harina de trigo;Barranquilla, Barranquillita; 3.264 ;;;;
jul-22;PROCESADOS;Harina de trigo;Barranquilla, Granabastos; 3.246 ;;;;
jul-22;PROCESADOS;Harina de trigo;Bogotá, D.C., Corabastos; 3.533 ;;;;
jul-22;PROCESADOS;Harina de trigo;Bogotá, D.C., Paloquemao; 3.687 ;;;;
jul-22;PROCESADOS;Harina de trigo;Bogotá, D.C., Plaza España; 3.437 ;;;;
jul-22;PROCESADOS;Harina de trigo;Bucaramanga, Centroabastos; 4.238 ;;;;
jul-22;PROCESADOS;Harina de trigo;Bucaramanga, Mercados del centro; 4.327 ;;;;
jul-22;PROCESADOS;Harina de trigo;Buenaventura (Valle del Cauca); 2.917 ;;;;
jul-22;PROCESADOS;Harina de trigo;Cali, La Floresta; 3.987 ;;;;
jul-22;PROCESADOS;Harina de trigo;Cali, Santa Elena; 3.947 ;;;;
jul-22;PROCESADOS;Harina de trigo;Cali, Siloé; 4.320 ;;;;
jul-22;PROCESADOS;Harina de trigo;Cartagena, Bazurto; 3.323 ;;;;
jul-22;PROCESADOS;Harina de trigo;Cartago (Valle del Cauca); 3.298 ;;;;
jul-22;PROCESADOS;Harina de trigo;Cúcuta, Cenabastos; 3.577 ;;;;
jul-22;PROCESADOS;Harina de trigo;Cúcuta, La Nueva Sexta; 3.567 ;;;;
jul-22;PROCESADOS;Harina de trigo;Florencia (Caquetá); 3.502 ;;;;
jul-22;PROCESADOS;Harina de trigo;Ibagué, Plaza La 21; 3.206 ;;;;
jul-22;PROCESADOS;Harina de trigo;Manizales, Centro Galerías; 3.160 ;;;;
jul-22;PROCESADOS;Harina de trigo;Medellín, Central Mayorista de Antioquia; 3.860 ;;;;
jul-22;PROCESADOS;Harina de trigo;"Medellín, Plaza Minorista ""José María Villa"""; 4.000 ;;;;
jul-22;PROCESADOS;Harina de trigo;Montería, Mercado del Sur; 3.368 ;;;;
jul-22;PROCESADOS;Harina de trigo;Neiva, Surabastos; 3.650 ;;;;
jul-22;PROCESADOS;Harina de trigo;Palmira (Valle del Cauca); 3.965 ;;;;
jul-22;PROCESADOS;Harina de trigo;Pamplona (Norte de Santander); 3.827 ;;;;
jul-22;PROCESADOS;Harina de trigo;Pasto, El Potrerillo; 3.195 ;;;;
jul-22;PROCESADOS;Harina de trigo;Pereira, Mercasa; 3.534 ;;;;
jul-22;PROCESADOS;Harina de trigo;Popayán, Plaza de mercado del barrio Bolívar; 4.201 ;;;;
jul-22;PROCESADOS;Harina de trigo;Santa Marta (Magdalena); 2.168 ;;;;
jul-22;PROCESADOS;Harina de trigo;Sincelejo, Nuevo Mercado; 3.255 ;;;;
jul-22;PROCESADOS;Harina de trigo;Tuluá (Valle del Cauca); 2.987 ;;;;
jul-22;PROCESADOS;Harina de trigo;Valledupar, Mercado Nuevo; 3.056 ;;;;
jul-22;PROCESADOS;Harina de trigo;Villavicencio, CAV; 3.687 ;;;;
jul-22;PROCESADOS;Harina precocida de maíz;Arauca (Arauca); 6.233 ;;;;
jul-22;PROCESADOS;Harina precocida de maíz;Armenia, Mercar; 4.086 ;;;;
jul-22;PROCESADOS;Harina precocida de maíz;Barranquilla, Barranquillita; 3.590 ;;;;
jul-22;PROCESADOS;Harina precocida de maíz;Barranquilla, Granabastos; 3.618 ;;;;
jul-22;PROCESADOS;Harina precocida de maíz;Bogotá, D.C., Corabastos; 3.792 ;;;;
jul-22;PROCESADOS;Harina precocida de maíz;Bogotá, D.C., Paloquemao; 3.907 ;;;;
jul-22;PROCESADOS;Harina precocida de maíz;Bogotá, D.C., Plaza España; 3.917 ;;;;
jul-22;PROCESADOS;Harina precocida de maíz;Bucaramanga, Centroabastos; 3.915 ;;;;
jul-22;PROCESADOS;Harina precocida de maíz;Bucaramanga, Mercados del centro; 3.714 ;;;;
jul-22;PROCESADOS;Harina precocida de maíz;Buenaventura (Valle del Cauca); 3.604 ;;;;
jul-22;PROCESADOS;Harina precocida de maíz;Cali, La Floresta; 4.514 ;;;;
jul-22;PROCESADOS;Harina precocida de maíz;Cali, Santa Elena; 4.233 ;;;;
jul-22;PROCESADOS;Harina precocida de maíz;Cali, Siloé; 4.264 ;;;;
jul-22;PROCESADOS;Harina precocida de maíz;Cartagena, Bazurto; 4.104 ;;;;
jul-22;PROCESADOS;Harina precocida de maíz;Cartago (Valle del Cauca); 3.714 ;;;;
jul-22;PROCESADOS;Harina precocida de maíz;Cúcuta, Cenabastos; 3.757 ;;;;
jul-22;PROCESADOS;Harina precocida de maíz;Cúcuta, La Nueva Sexta; 3.707 ;;;;
jul-22;PROCESADOS;Harina precocida de maíz;Ibagué, Plaza La 21; 3.318 ;;;;
jul-22;PROCESADOS;Harina precocida de maíz;Manizales, Centro Galerías; 3.942 ;;;;
jul-22;PROCESADOS;Harina precocida de maíz;Montería, Mercado del Sur; 3.651 ;;;;
jul-22;PROCESADOS;Harina precocida de maíz;Neiva, Surabastos; 3.832 ;;;;
jul-22;PROCESADOS;Harina precocida de maíz;Palmira (Valle del Cauca); 4.565 ;;;;
jul-22;PROCESADOS;Harina precocida de maíz;Pamplona (Norte de Santander); 3.650 ;;;;
jul-22;PROCESADOS;Harina precocida de maíz;Pasto, El Potrerillo; 3.300 ;;;;
jul-22;PROCESADOS;Harina precocida de maíz;Pereira, Mercasa; 4.122 ;;;;
jul-22;PROCESADOS;Harina precocida de maíz;Popayán, Plaza de mercado del barrio Bolívar; 3.976 ;;;;
jul-22;PROCESADOS;Harina precocida de maíz;Santa Marta (Magdalena); 2.795 ;;;;
jul-22;PROCESADOS;Harina precocida de maíz;Sincelejo, Nuevo Mercado; 4.104 ;;;;
jul-22;PROCESADOS;Harina precocida de maíz;Tuluá (Valle del Cauca); 4.124 ;;;;
jul-22;PROCESADOS;Harina precocida de maíz;Valledupar, Mercado Nuevo; 3.646 ;;;;
jul-22;PROCESADOS;Harina precocida de maíz;Villavicencio, CAV; 3.987 ;;;;
jul-22;PROCESADOS;Jugo de frutas;Barranquilla, Barranquillita; 8.829 ;;;;
jul-22;PROCESADOS;Jugo de frutas;Barranquilla, Granabastos; 8.936 ;;;;
jul-22;PROCESADOS;Jugo de frutas;Bucaramanga, Centroabastos; 8.333 ;;;;
jul-22;PROCESADOS;Jugo de frutas;Cartagena, Bazurto; 8.320 ;;;;
jul-22;PROCESADOS;Jugo de frutas;Santa Marta (Magdalena); 6.676 ;;;;
jul-22;PROCESADOS;Jugo de frutas;Sincelejo, Nuevo Mercado; 8.294 ;;;;
jul-22;PROCESADOS;Jugo de frutas;Valledupar, Mercado Nuevo; 8.152 ;;;;
jul-22;PROCESADOS;Jugo instantáneo (sobre);Armenia, Mercar; 25.278 ;;;;
jul-22;PROCESADOS;Jugo instantáneo (sobre);Barranquilla, Barranquillita; 24.491 ;;;;
jul-22;PROCESADOS;Jugo instantáneo (sobre);Barranquilla, Granabastos; 24.907 ;;;;
jul-22;PROCESADOS;Jugo instantáneo (sobre);Bogotá, D.C., Corabastos; 24.913 ;;;;
jul-22;PROCESADOS;Jugo instantáneo (sobre);Bogotá, D.C., Paloquemao; 27.384 ;;;;
jul-22;PROCESADOS;Jugo instantáneo (sobre);Bogotá, D.C., Plaza España; 24.965 ;;;;
jul-22;PROCESADOS;Jugo instantáneo (sobre);Buenaventura (Valle del Cauca); 26.759 ;;;;
jul-22;PROCESADOS;Jugo instantáneo (sobre);Cali, La Floresta; 25.903 ;;;;
jul-22;PROCESADOS;Jugo instantáneo (sobre);Cali, Santa Elena; 25.185 ;;;;
jul-22;PROCESADOS;Jugo instantáneo (sobre);Cali, Siloé; 25.833 ;;;;
jul-22;PROCESADOS;Jugo instantáneo (sobre);Cartagena, Bazurto; 23.611 ;;;;
jul-22;PROCESADOS;Jugo instantáneo (sobre);Cartago (Valle del Cauca); 24.988 ;;;;
jul-22;PROCESADOS;Jugo instantáneo (sobre);Ibagué, Plaza La 21; 24.528 ;;;;
jul-22;PROCESADOS;Jugo instantáneo (sobre);Medellín, Central Mayorista de Antioquia; 24.740 ;;;;
jul-22;PROCESADOS;Jugo instantáneo (sobre);"Medellín, Plaza Minorista ""José María Villa"""; 24.722 ;;;;
jul-22;PROCESADOS;Jugo instantáneo (sobre);Montería, Mercado del Sur; 24.097 ;;;;
jul-22;PROCESADOS;Jugo instantáneo (sobre);Palmira (Valle del Cauca); 25.035 ;;;;
jul-22;PROCESADOS;Jugo instantáneo (sobre);Pasto, El Potrerillo; 24.809 ;;;;
jul-22;PROCESADOS;Jugo instantáneo (sobre);Popayán, Plaza de mercado del barrio Bolívar; 24.282 ;;;;
jul-22;PROCESADOS;Jugo instantáneo (sobre);Santa Marta (Magdalena); 24.861 ;;;;
jul-22;PROCESADOS;Jugo instantáneo (sobre);Sincelejo, Nuevo Mercado; 23.628 ;;;;
jul-22;PROCESADOS;Jugo instantáneo (sobre);Tuluá (Valle del Cauca); 24.344 ;;;;
jul-22;PROCESADOS;Jugo instantáneo (sobre);Valledupar, Mercado Nuevo; 23.519 ;;;;
jul-22;PROCESADOS;Jugo instantáneo (sobre);Villavicencio, CAV; 24.444 ;;;;
jul-22;PROCESADOS;Lomitos de atún en lata;Armenia, Mercar; 28.711 ;;;;
jul-22;PROCESADOS;Lomitos de atún en lata;Bogotá, D.C., Corabastos; 26.902 ;;;;
jul-22;PROCESADOS;Lomitos de atún en lata;Bogotá, D.C., Plaza España; 26.881 ;;;;
jul-22;PROCESADOS;Lomitos de atún en lata;Bucaramanga, Centroabastos; 25.972 ;;;;
jul-22;PROCESADOS;Lomitos de atún en lata;Bucaramanga, Mercados del centro; 27.849 ;;;;
jul-22;PROCESADOS;Lomitos de atún en lata;Buenaventura (Valle del Cauca); 36.166 ;;;;
jul-22;PROCESADOS;Lomitos de atún en lata;Cali, La Floresta; 25.797 ;;;;
jul-22;PROCESADOS;Lomitos de atún en lata;Cali, Santa Elena; 27.364 ;;;;
jul-22;PROCESADOS;Lomitos de atún en lata;Cali, Siloé; 25.786 ;;;;
jul-22;PROCESADOS;Lomitos de atún en lata;Cartago (Valle del Cauca); 27.417 ;;;;
jul-22;PROCESADOS;Lomitos de atún en lata;Cúcuta, Cenabastos; 29.020 ;;;;
jul-22;PROCESADOS;Lomitos de atún en lata;Cúcuta, La Nueva Sexta; 27.884 ;;;;
jul-22;PROCESADOS;Lomitos de atún en lata;Medellín, Central Mayorista de Antioquia; 28.301 ;;;;
jul-22;PROCESADOS;Lomitos de atún en lata;"Medellín, Plaza Minorista ""José María Villa"""; 27.876 ;;;;
jul-22;PROCESADOS;Lomitos de atún en lata;Montería, Mercado del Sur; 28.339 ;;;;
jul-22;PROCESADOS;Lomitos de atún en lata;Neiva, Surabastos; 28.473 ;;;;
jul-22;PROCESADOS;Lomitos de atún en lata;Palmira (Valle del Cauca); 28.277 ;;;;
jul-22;PROCESADOS;Lomitos de atún en lata;Pamplona (Norte de Santander); 26.454 ;;;;
jul-22;PROCESADOS;Lomitos de atún en lata;Pasto, El Potrerillo; 27.039 ;;;;
jul-22;PROCESADOS;Lomitos de atún en lata;Pereira, Mercasa; 31.758 ;;;;
jul-22;PROCESADOS;Lomitos de atún en lata;Popayán, Plaza de mercado del barrio Bolívar; 27.321 ;;;;
jul-22;PROCESADOS;Lomitos de atún en lata;Santa Marta (Magdalena); 22.876 ;;;;
jul-22;PROCESADOS;Lomitos de atún en lata;Tuluá (Valle del Cauca); 26.203 ;;;;
jul-22;PROCESADOS;Lomitos de atún en lata;Villavicencio, CAV; 28.584 ;;;;
jul-22;PROCESADOS;Maíz enlatado;Medellín, Central Mayorista de Antioquia; 12.147 ;;;;
jul-22;PROCESADOS;Manteca;Armenia, Mercar; 10.544 ;;;;
jul-22;PROCESADOS;Manteca;Bogotá, D.C., Corabastos; 9.483 ;;;;
jul-22;PROCESADOS;Manteca;Bogotá, D.C., Paloquemao; 9.800 ;;;;
jul-22;PROCESADOS;Manteca;Bogotá, D.C., Plaza España; 10.225 ;;;;
jul-22;PROCESADOS;Manteca;Bogotá, D.C., Plaza Las Flores; 9.022 ;;;;
jul-22;PROCESADOS;Manteca;Buenaventura (Valle del Cauca); 9.370 ;;;;
jul-22;PROCESADOS;Manteca;Cartago (Valle del Cauca); 10.688 ;;;;
jul-22;PROCESADOS;Manteca;Cúcuta, Cenabastos; 12.394 ;;;;
jul-22;PROCESADOS;Manteca;Florencia (Caquetá); 11.200 ;;;;
jul-22;PROCESADOS;Manteca;Manizales, Centro Galerías; 10.775 ;;;;
jul-22;PROCESADOS;Manteca;Neiva, Surabastos; 11.000 ;;;;
jul-22;PROCESADOS;Manteca;Palmira (Valle del Cauca); 11.186 ;;;;
jul-22;PROCESADOS;Manteca;Popayán, Plaza de mercado del barrio Bolívar; 8.108 ;;;;
jul-22;PROCESADOS;Manteca;Tuluá (Valle del Cauca); 11.423 ;;;;
jul-22;PROCESADOS;Margarina;Armenia, Mercar; 17.350 ;;;;
jul-22;PROCESADOS;Margarina;Barranquilla, Barranquillita; 15.063 ;;;;
jul-22;PROCESADOS;Margarina;Barranquilla, Granabastos; 14.281 ;;;;
jul-22;PROCESADOS;Margarina;Bogotá, D.C., Corabastos; 12.072 ;;;;
jul-22;PROCESADOS;Margarina;Bogotá, D.C., Plaza España; 12.435 ;;;;
jul-22;PROCESADOS;Margarina;Bucaramanga, Centroabastos; 14.286 ;;;;
jul-22;PROCESADOS;Margarina;Bucaramanga, Mercados del centro; 14.146 ;;;;
jul-22;PROCESADOS;Margarina;Buenaventura (Valle del Cauca); 17.704 ;;;;
jul-22;PROCESADOS;Margarina;Cali, La Floresta; 22.750 ;;;;
jul-22;PROCESADOS;Margarina;Cali, Siloé; 23.333 ;;;;
jul-22;PROCESADOS;Margarina;Cartago (Valle del Cauca); 20.406 ;;;;
jul-22;PROCESADOS;Margarina;Manizales, Centro Galerías; 12.908 ;;;;
jul-22;PROCESADOS;Margarina;Medellín, Central Mayorista de Antioquia; 12.744 ;;;;
jul-22;PROCESADOS;Margarina;"Medellín, Plaza Minorista ""José María Villa"""; 12.475 ;;;;
jul-22;PROCESADOS;Margarina;Neiva, Surabastos; 11.625 ;;;;
jul-22;PROCESADOS;Margarina;Palmira (Valle del Cauca); 22.684 ;;;;
jul-22;PROCESADOS;Margarina;Pamplona (Norte de Santander); 13.873 ;;;;
jul-22;PROCESADOS;Margarina;Pereira, Mercasa; 22.519 ;;;;
jul-22;PROCESADOS;Margarina;Popayán, Plaza de mercado del barrio Bolívar; 20.475 ;;;;
jul-22;PROCESADOS;Margarina;Santa Marta (Magdalena); 13.734 ;;;;
jul-22;PROCESADOS;Margarina;Tuluá (Valle del Cauca); 21.361 ;;;;
jul-22;PROCESADOS;Margarina;Villavicencio, CAV; 14.162 ;;;;
jul-22;PROCESADOS;Mayonesa doy pack;Armenia, Mercar; 8.947 ;;;;
jul-22;PROCESADOS;Mayonesa doy pack;Barranquilla, Barranquillita; 11.159 ;;;;
jul-22;PROCESADOS;Mayonesa doy pack;Barranquilla, Granabastos; 11.299 ;;;;
jul-22;PROCESADOS;Mayonesa doy pack;Bogotá, D.C., Corabastos; 11.120 ;;;;
jul-22;PROCESADOS;Mayonesa doy pack;Bogotá, D.C., Plaza España; 11.193 ;;;;
jul-22;PROCESADOS;Mayonesa doy pack;Bucaramanga, Centroabastos; 11.839 ;;;;
jul-22;PROCESADOS;Mayonesa doy pack;Bucaramanga, Mercados del centro; 11.726 ;;;;
jul-22;PROCESADOS;Mayonesa doy pack;Buenaventura (Valle del Cauca); 18.153 ;;;;
jul-22;PROCESADOS;Mayonesa doy pack;Cali, La Floresta; 12.685 ;;;;
jul-22;PROCESADOS;Mayonesa doy pack;Cali, Santa Elena; 11.852 ;;;;
jul-22;PROCESADOS;Mayonesa doy pack;Cali, Siloé; 12.662 ;;;;
jul-22;PROCESADOS;Mayonesa doy pack;Cartagena, Bazurto; 10.952 ;;;;
jul-22;PROCESADOS;Mayonesa doy pack;Cartago (Valle del Cauca); 10.994 ;;;;
jul-22;PROCESADOS;Mayonesa doy pack;Ibagué, Plaza La 21; 12.650 ;;;;
jul-22;PROCESADOS;Mayonesa doy pack;Manizales, Centro Galerías; 11.229 ;;;;
jul-22;PROCESADOS;Mayonesa doy pack;Medellín, Central Mayorista de Antioquia; 10.538 ;;;;
jul-22;PROCESADOS;Mayonesa doy pack;Palmira (Valle del Cauca); 12.476 ;;;;
jul-22;PROCESADOS;Mayonesa doy pack;Pereira, Mercasa; 8.419 ;;;;
jul-22;PROCESADOS;Mayonesa doy pack;Popayán, Plaza de mercado del barrio Bolívar; 20.375 ;;;;
jul-22;PROCESADOS;Mayonesa doy pack;Santa Marta (Magdalena); 9.125 ;;;;
jul-22;PROCESADOS;Mayonesa doy pack;Sincelejo, Nuevo Mercado; 10.604 ;;;;
jul-22;PROCESADOS;Mayonesa doy pack;Tuluá (Valle del Cauca); 13.252 ;;;;
jul-22;PROCESADOS;Mayonesa doy pack;Valledupar, Mercado Nuevo; 10.966 ;;;;
jul-22;PROCESADOS;Mayonesa doy pack;Villavicencio, CAV; 11.296 ;;;;
jul-22;PROCESADOS;Mostaza doy pack;Barranquilla, Barranquillita; 11.969 ;;;;
jul-22;PROCESADOS;Mostaza doy pack;Barranquilla, Granabastos; 10.878 ;;;;
jul-22;PROCESADOS;Mostaza doy pack;Pereira, Mercasa; 17.040 ;;;;
jul-22;PROCESADOS;Mostaza doy pack;Sincelejo, Nuevo Mercado; 10.710 ;;;;
jul-22;PROCESADOS;Panela cuadrada blanca;Barranquilla, Barranquillita; 3.876 ;;;;
jul-22;PROCESADOS;Panela cuadrada blanca;Barranquilla, Granabastos; 3.181 ;;;;
jul-22;PROCESADOS;Panela cuadrada blanca;Bucaramanga, Centroabastos; 3.286 ;;;;
jul-22;PROCESADOS;Panela cuadrada blanca;Bucaramanga, Mercados del centro; 3.357 ;;;;
jul-22;PROCESADOS;Panela cuadrada blanca;Cartagena, Bazurto; 2.018 ;;;;
jul-22;PROCESADOS;Panela cuadrada blanca;Charalá (Santander); 2.706 ;;;;
jul-22;PROCESADOS;Panela cuadrada blanca;Güepsa (Santander); 2.690 ;;;;
jul-22;PROCESADOS;Panela cuadrada blanca;Ibagué, Plaza La 21; 3.423 ;;;;
